194	27953	yêu	adjective, adverb, verb
195	27724	nhé	particle
196	27341	mấy	adverb, determiner
197	27008	cuộc	noun
198	26966	chắc	adjective, adverb, particle, verb
199	26778	hỏi	verb
200	26347	bỏ	noun, verb
201	26242	chào	interjection, verb
202	26047	loại	noun, verb
203	26022	bao giờ	adverb
204	25328	hả	adjective, interjection, particle, verb
205	25230	tổ chức	noun, verb
206	25058	nhanh	adjective, adverb
207	24764	giống	adjective, noun, verb
208	24592	gia đình	noun
209	24547	nhớ	verb
210	24495	chỗ	noun
211	24402	nhỏ	adjective, noun, pronoun, verb
212	24396	chẳng	adverb
213	24377	tiếng	noun
214	24281	bây giờ	adverb
215	24271	vấn đề	noun
216	24246	ngươi	noun
217	24075	xảy	verb
218	23856	làm việc	verb
219	23639	thế giới	noun
220	23604	công ty	noun
221	23571	tạo	noun, verb
222	23566	lời	classifier, noun
223	23430	phát triển	adjective, noun, verb
224	23241	giữ	verb
225	23163	thực hiện	verb
226	23018	trẻ	adjective, noun
227	22940	cha	noun, pronoun
228	22920	đủ	adjective, adverb
229	22618	quay	noun, verb
230	22564	vụ	noun, verb
231	22439	đẹp	adjective
232	22220	câu	noun, verb
233	22023	dưới	preposition
234	21974	thằng	classifier
235	21905	hoạt động	adjective, noun
236	21880	tỉnh	noun, verb
237	21830	tự	adverb, noun, preposition
238	21703	giữa	preposition
239	21647	chơi	verb
240	21580	mua	noun, verb
241	21550	vâng	interjection, verb
242	21495	thưa	adjective, verb
243	21347	kẻ	noun, verb
244	21308	đồng	noun
245	21234	vài	determiner
246	21149	bài	classifier, noun, verb
247	21140	phần	noun, particle, verb
248	20982	tăng	noun, verb
249	20942	tuổi	noun
250	20840	giá	conjunction, noun
251	20511	cảm ơn	verb
252	20501	xây dựng	verb
253	20484	đồ	noun, particle, verb
254	20463	khoảng	adverb, noun
255	20443	khiến	verb
256	20434	bán	prefix, verb
257	20371	sáng	adjective, noun
258	19908	phía	noun
259	19862	điểm	noun, verb
260	19740	ý	noun
261	19678	đầu tiên	adjective
262	19577	chạy	adverb, verb
263	19576	thành	adjective, noun, preposition, verb
264	19324	bởi	conjunction
265	19303	bắt đầu	verb
266	19189	gây	verb
267	19068	một số	adjective
268	18929	đặc biệt	adjective
269	18831	kia	adjective, adverb
270	18797	bắt	verb
271	18797	đối với	preposition
272	18667	chú	classifier, noun, pronoun
273	18466	thông tin	noun, verb
274	18402	thành phố	noun
275	18351	máy	noun
276	18290	ơi	particle
277	18186	thường	adjective, adverb
278	18014	gái	adjective, noun
279	17957	khá	adjective, adverb
280	17909	quan trọng	adjective
281	17792	dân	noun
282	17777	tối	adjective, noun
283	17703	ổn	adjective
284	17628	Mỹ	adjective, proper noun
285	17550	chương trình	noun
286	17338	sản phẩm	noun
287	17314	thế nào	adverb
288	17279	đứng	adjective, verb
289	17195	nói chuyện	noun, verb
290	17143	đứa	classifier
291	17031	giảm	verb
292	17014	mặt	noun
293	16993	buổi	noun
294	16971	rõ	adjective, interjection
295	16953	bệnh	adjective, noun
296	16913	đặt	verb
297	16900	tính	noun, verb
298	16862	tiếp tục	verb
299	16845	ừ	particle, verb
300	16622	đêm	noun
301	16563	vui	adjective
302	16562	đầu tư	verb
303	16554	kể	verb
304	16551	chờ	noun, verb
305	16541	ngủ	noun, verb
306	16476	viết	noun, verb
307	16425	tham gia	verb
308	16324	thi	noun, verb
309	16284	ngồi	verb
310	16068	uống	verb
311	15954	chọn	verb
312	15907	tuy nhiên	adverb
313	15898	đội	noun, verb
314	15879	thuốc	noun, verb
315	15840	bảo	verb
316	15804	đạt	verb
317	15771	hệ thống	noun
318	15634	bảo vệ	noun, verb
319	15606	đánh	verb
320	15508	cây	classifier, noun
321	15507	thay đổi	verb
322	15496	đáng	adjective, verb
323	15435	trở thành	verb
324	15350	da	noun
325	15337	đất	noun
326	15307	Chúa	proper noun
327	14954	khả năng	noun
328	14907	cấp	adjective, noun, verb
329	14904	màu	noun
330	14882	tuần	noun, verb
331	14829	lâu	adverb
332	14764	công việc	noun
333	14695	cám ơn	verb
334	14646	thị trường	noun
335	14547	mức	noun
336	14546	ảnh	noun, pronoun
337	14518	doanh nghiệp	noun
338	14423	phụ nữ	noun
339	14390	quan tâm	verb
340	14380	quyết định	noun, verb
341	14331	khó	adjective
342	14314	bước	noun, verb
343	14231	khu	noun
344	14115	bắn	verb
345	14063	phút	noun
346	14063	kiểm tra	noun, verb
347	13993	xa	adjective, noun
348	13953	nằm	noun, verb
349	13924	trả	verb
350	13920	sợ	verb
351	13890	thuộc	verb
352	13881	kinh tế	adjective, noun
353	13832	sản xuất	noun, verb
354	13789	vợ	noun
355	13782	ít	determiner
356	13769	hôm nay	adverb
357	13764	xong	adjective, verb
358	13681	cảnh sát	noun
359	13543	chân	noun
360	13497	kế hoạch	noun
361	13438	nghiên cứu	noun, verb
362	13417	mắt	noun
363	13409	an toàn	adjective, noun
364	13316	cố	adjective, noun, prefix, verb
365	13280	chút	noun
366	13264	so	adjective, noun, verb
367	13246	cuối cùng	adjective, adverb
368	13245	cổ	adjective, noun, pronoun
369	13201	dù	conjunction, noun
370	13166	biển	noun
371	13143	dành	noun, verb
372	13120	ôi	adjective, interjection
373	13113	cuộc sống	noun
374	13055	mở	verb
375	13018	món	classifier, noun
376	12989	dừng	noun, verb
377	12985	thực sự	adverb
378	12960	phim	noun
379	12838	cuối	adjective, noun
380	12812	lo	verb
381	12758	Hà Nội	proper noun
382	12740	xã hội	noun
383	12689	ngành	noun
384	12670	con người	noun
385	12668	chịu	verb
386	12653	riêng	adjective, preposition
387	12636	lớp	noun
388	12618	yêu cầu	noun, verb
389	12600	nhóm	noun, verb
390	12594	gửi	verb
391	12558	huyện	noun
392	12545	vàng	adjective, noun
393	12528	càng	adverb, noun
394	12471	coi	interjection, verb
395	12411	ạ	particle, verb
396	12410	phép	adjective, noun
397	12367	cứu	verb
398	12344	chắc chắn	adjective, adverb
399	12318	mùa	adjective, noun
400	12314	nhỉ	particle
401	12285	đọc	verb
402	12148	khó khăn	adjective, noun
403	12117	vùng	noun, verb
404	12109	vị	classifier, noun, preposition
405	12031	cơ hội	noun
406	12030	hoàn toàn	adjective, adverb
407	12006	diễn	verb
408	12002	dự án	noun
409	11997	bất cứ	determiner
410	11993	khu vực	noun
411	11940	kết quả	noun
412	11926	sớm	adverb
413	11914	thầy	noun, pronoun
414	11911	báo	noun, verb
415	11850	tránh	verb
416	11840	tàu	adjective, noun
417	11798	thử	adverb, verb
418	11776	bác sĩ	noun
419	11759	trông	verb
420	11758	người ta	noun, pronoun
421	11739	lòng	noun
422	11701	thiết kế	verb
423	11641	c	abbreviation
424	11625	cảm thấy	verb
425	11594	quên	verb
426	11593	chủ	noun, verb
427	11590	công tác	noun, verb
428	11570	chống	prefix, verb
429	11551	ban	noun
430	11447	trung tâm	noun
431	11431	tuyệt	adjective, adverb, verb
432	11426	khách hàng	noun
433	11391	dài	adjective, adverb
434	11383	nguồn	noun
435	11372	điện thoại	noun, verb
436	11363	trở lại	verb
437	11351	chuyển	verb
438	11336	sẵn sàng	adjective, verb
439	11260	sang	adjective, verb
440	11226	hướng	noun, verb
441	11218	sắp	particle, verb
442	11184	xã	noun
443	11135	chuẩn bị	verb
444	11077	dịch vụ	noun
445	11036	hiệu quả	adjective, noun
446	11012	độ	adverb, noun, verb
447	11012	đại học	noun
448	10961	vòng	adjective, classifier, noun, verb
449	10943	máu	adjective, noun
450	10934	hơi	adverb, noun
451	10866	dễ	adjective
452	10857	bay	adverb, noun, pronoun, verb
453	10838	vốn	adverb, noun
454	10793	đời	classifier, noun
455	10773	sách	noun
456	10771	kiểu	noun, particle
457	10723	súng	noun
458	10693	hiện nay	adverb
459	10646	khoa học	adjective, noun
460	10645	khách	noun
461	10629	trời	adjective, interjection, noun
462	10624	chất lượng	noun
463	10617	thành công	noun, verb
464	10576	Anh	adjective, pronoun, proper noun
465	10560	hỗ trợ	verb
466	10478	t	abbreviation
467	10448	chồng	noun, verb
468	10447	điện	noun, verb
469	10408	liên quan	noun
470	10400	trả lời	verb
471	10376	đợi	verb
472	10355	nhờ	adjective, preposition, verb
473	10341	đàn ông	noun
474	10335	lựa chọn	noun, verb
475	10324	duy nhất	adjective
476	10304	chung	adjective, noun, verb
477	10296	đầy	adjective
478	10290	biến	interjection, noun, verb
479	10289	làm ơn	verb
480	10204	gã	noun, pronoun
481	10193	mời	verb
482	10184	bởi vì	conjunction
483	10133	quyền	noun, prefix
484	10132	một cách	prefix
485	10107	giải	noun, verb
486	10083	đá	noun, verb
487	10081	con trai	noun
488	10064	một chút	noun
489	10060	học sinh	noun
490	10058	cung cấp	verb
491	10030	vị trí	noun
492	10020	đau	adjective, verb
493	10000	cạnh	noun, preposition
494	9991	mạnh	adjective
495	9951	sinh viên	noun
496	9943	vẻ	noun
497	9906	a	abbreviation, interjection, noun, particle
498	9870	khoá	noun, verb
499	9843	mạng	noun, proper noun, verb
500	9832	sinh	noun, verb
501	9832	đem	verb
502	9813	kết thúc	noun, verb
503	9784	định	verb
504	9732	quốc gia	adjective, noun
505	9727	bàn	affix, classifier, noun, verb
506	9722	chiều	noun, verb
507	9692	nhiệm vụ	noun
508	9682	công nghệ	noun
509	9670	dẫn	prefix, verb
510	9637	kinh doanh	verb
511	9603	con gái	noun
512	9591	hiện	adverb, verb
513	9568	cơ sở	noun
514	9552	bao nhiêu	pronoun
515	9473	thật sự	adjective, adverb
516	9428	trường hợp	noun
517	9427	bóng	adjective, noun
518	9417	hội	noun
519	9408	hoa	adjective, noun
520	9387	quy định	noun, verb
521	9380	to	adjective
522	9319	cửa	noun
523	9315	nàng	noun, pronoun
524	9302	kiếm	noun, verb
525	9301	đơn vị	noun
526	9240	ồ	interjection, verb
527	9217	văn hoá	noun
528	9189	Trung Quốc	adjective, proper noun
529	9160	cơ	noun, particle
530	9090	xuất hiện	verb
531	9058	hình	noun
532	9044	suốt	adverb, noun
533	9030	giỏi	adjective
534	9028	cơ quan	noun
535	9023	thậm chí	adverb
536	9015	rời	verb
537	8999	thiếu	verb
538	8959	đánh giá	verb
539	8940	ngân hàng	noun
540	8917	quả	adverb, classifier, noun
541	8872	bức	adjective, classifier, verb
542	8826	dòng	noun
543	8801	hát	noun, verb
544	8799	vượt	verb
545	8761	ngon	adjective, adverb
546	8758	dạy	verb
547	8745	du lịch	noun
548	8719	tuyệt vời	adjective
549	8696	trận	classifier, noun
550	8695	cá	noun, particle, verb
551	8691	quân	classifier, noun
552	8674	giải quyết	verb
553	8656	đào tạo	verb
554	8634	toàn	adverb, prefix
555	8605	chuyến	noun
556	8604	lễ	noun, verb
557	8527	cười	noun, verb
558	8480	quan hệ	noun, verb
559	8466	nhằm	conjunction, verb
560	8458	hề	adverb, noun, verb
561	8435	cũ	adjective
562	8409	rượu	noun
563	8402	thiết bị	noun
564	8385	mặc	verb
565	8312	m	abbreviation
566	8290	giáo dục	noun, verb
567	8279	kìa	interjection, pronoun
568	8244	đông	adjective, noun, verb
569	8237	ảnh hưởng	noun, verb
570	8222	chính phủ	noun
571	8216	xử lý	verb
572	8209	ngôi	classifier, noun
573	8207	quá trình	noun
574	8194	phát hiện	verb
575	8134	nâng	verb
576	8125	thu	noun, verb
577	8119	môi trường	adjective, noun
578	8102	điều kiện	noun
579	8093	giá trị	noun
580	8082	sông	noun
581	8051	địa phương	adjective, noun
582	8041	quý	adjective, noun, prefix, verb
583	8039	trở	verb
584	8033	đơn giản	noun
585	8033	hình ảnh	noun
586	8031	báo cáo	verb
587	8007	cố gắng	noun, verb
588	7998	bản thân	pronoun
589	7989	nổi	adverb, verb
590	7979	quốc tế	adjective
591	7972	bác	noun, pronoun, verb
592	7948	chàng	noun, pronoun
593	7944	xanh	adjective, noun
594	7923	trách nhiệm	noun
595	7913	máy bay	noun
596	7912	tấn công	verb
597	7910	phù hợp	adjective, verb
598	7902	tập trung	verb
599	7886	chính xác	adjective, adverb
600	7885	tất nhiên	adverb
601	7871	thoát	verb
602	7860	chất	adjective, noun, verb
603	7858	bản	classifier, noun
604	7857	thấp	adjective
605	7854	lỗi	noun
606	7847	áo	noun
607	7843	bữa	noun
608	7838	sai	adjective, verb
609	7834	đảm bảo	verb
610	7826	trắng	adjective
611	7826	ổng	pronoun
612	7825	tiếp	verb
613	7800	nhà nước	noun
614	7753	mối	classifier, noun, verb
615	7726	tưởng	verb
616	7693	cảm giác	noun, verb
617	7689	chó	noun
618	7683	sếp	noun
619	7674	thực tế	adjective, adverb, noun
620	7659	lao động	noun, verb
621	7634	đóng	verb
622	7629	lãnh đạo	noun
623	7586	tấm	classifier, noun
624	7569	cá nhân	adjective, noun
625	7552	cán bộ	noun, pronoun
626	7526	câu chuyện	noun
627	7522	mục tiêu	noun
628	7464	loài	noun
629	7463	nền	classifier, noun
630	7461	thắng	noun, verb
631	7455	phục vụ	verb
632	7442	ư	adverb, noun
633	7406	hạnh phúc	adjective, noun
634	7373	mau	adjective, adverb
635	7367	mẫu	affix, noun
636	7356	điên	adjective, adverb
637	7345	nội dung	noun
638	7319	nhân viên	noun
639	7282	nữ	adjective, noun, prefix
640	7276	chia sẻ	verb
641	7267	thịt	noun
642	7253	nặng	adjective, noun, verb
643	7233	bình thường	adjective, adverb
644	7191	vua	adjective, noun
645	7187	giới thiệu	verb
646	7178	nhu cầu	noun
647	7143	cắt	noun, verb
648	7140	đỏ	adjective
649	7139	nhân dân	noun
650	7139	thành viên	noun
651	7125	niềm	noun
652	7123	rõ ràng	adjective
653	7107	miền	noun
654	7071	giao	noun, verb
655	7062	Pháp	proper noun
656	7041	game	noun
657	7027	cơ thể	noun
658	7012	chết tiệt	interjection
659	6997	luật	noun
660	6992	chúc	verb
661	6987	tình trạng	noun
662	6976	bệnh viện	noun
663	6971	đoàn	noun
664	6964	thư	noun
665	6963	thời điểm	noun
666	6951	hứa	verb
667	6940	may mắn	adjective
668	6934	trang	noun
669	6921	trở nên	verb
670	6920	sở	noun
671	6919	tình yêu	noun
672	6914	toàn bộ	adjective, noun
673	6907	trai	adjective, noun
674	6905	lũ	noun
675	6884	giấy	noun
676	6863	vô	interjection, particle, prefix, preposition, verb
677	6862	nghề	noun
678	6857	dễ dàng	adjective
679	6856	thuê	verb
680	6826	tìm kiếm	verb
681	6824	tóc	noun
682	6820	tặng	verb
683	6815	trái	adjective, adverb, classifier, noun, preposition
684	6809	nguy hiểm	adjective, noun
685	6762	cuốn	classifier, verb
686	6740	sự thật	noun
687	6737	bánh	noun
688	6737	trải	verb
689	6736	cánh	classifier, noun
690	6707	quà	noun
691	6697	chăm sóc	verb
692	6666	lịch sử	adjective, noun
693	6665	văn phòng	noun
694	6658	nuôi	adjective, verb
695	6653	hồ sơ	noun
696	6651	căn	classifier, noun, verb
697	6647	nghỉ	verb
698	6641	thân	adjective, noun, prefix
699	6638	rừng	noun
700	6597	nhạc	noun
701	6592	lượng	noun
702	6576	xấu	adjective
703	6572	Việt	adjective, proper noun
704	6538	chú ý	verb
705	6530	trực tiếp	adjective, adverb
706	6509	lá	adjective, classifier, noun
707	6509	thay	adverb, verb
708	6485	tệ	adjective, noun
709	6462	đen	adjective
710	6455	hãng	noun
711	6440	viên	adjective, classifier, suffix, verb
712	6431	phát	noun, verb
713	6431	trốn	verb
714	6429	tim	noun
715	6428	thăm	noun, verb
716	6407	hành động	noun, verb
717	6397	núi	noun
718	6393	tự nhiên	adjective, adverb, interjection, noun
719	6381	dám	verb
720	6375	cầu	noun, verb
721	6354	làng	noun
722	6354	nổi tiếng	adjective
723	6352	chụp	verb
724	6344	tụi	noun, particle
725	6342	thời	noun
726	6340	nhảy	verb
727	6334	lĩnh vực	noun
728	6322	sâu	adjective, adverb, noun
729	6301	quận	noun
730	6256	kinh nghiệm	noun
731	6243	kiểm soát	verb
732	6239	máy tính	noun
733	6226	y	adverb, noun, pronoun
734	6196	hẳn	adverb
735	6173	đoán	verb
736	6166	tương lai	noun
737	6158	hôm	noun
738	6144	đồng ý	verb
739	6137	thể hiện	verb
740	6112	triển khai	verb
741	6096	nhóc	adjective, noun
742	6081	hoàn thành	verb
743	6072	yên	adjective, noun
744	6055	tổng thống	noun
745	6048	in	adjective, verb
746	6033	sức khoẻ	noun
747	6026	Nga	adjective, proper noun
748	6022	ý kiến	noun
749	6012	suy nghĩ	verb
750	5989	quái	adjective, adverb, interjection, noun
751	5988	hoà	adjective, verb
752	5981	tự do	adjective, noun
753	5963	cần thiết	adjective
754	5953	đồng thời	adverb
755	5947	chữ	noun
756	5945	cẩn thận	adjective
757	5945	điều trị	verb
758	5926	ghi	adjective, verb
759	5922	đề nghị	verb
760	5916	đất nước	noun
761	5906	tầng	noun
762	5895	chả	adverb, noun, pronoun
763	5894	nè	interjection, particle
764	5891	tập	noun, verb
765	5889	ứng dụng	adjective, noun, verb
766	5884	lối	noun
767	5879	nóng	adjective
768	5871	rộng	adjective
769	5863	chủ tịch	noun
770	5858	mong	noun, verb
771	5856	cuộc đời	noun
772	5844	tiếc	verb
773	5843	nam	adjective, noun, prefix
774	5829	cầm	noun, verb
775	5796	xác định	adjective, verb
776	5785	dây	noun, verb
777	5770	khắp	adverb
778	5761	quán	noun
779	5760	bệnh nhân	noun
780	5719	băng	noun, verb
781	5715	Đức	proper noun
782	5704	điều tra	verb
783	5699	chính sách	noun
784	5682	hiện tại	adjective, adverb, noun
785	5680	giúp đỡ	verb
786	5673	theo dõi	verb
787	5663	bình tĩnh	adjective
788	5657	hồi	noun, verb
789	5657	nợ	noun, verb
790	5649	khách sạn	noun
791	5633	đối tượng	noun
792	5598	gồm	verb
793	5591	bảng	noun
794	5586	thường xuyên	adjective, adverb
795	5584	tạm biệt	interjection, verb
796	5580	cơn	classifier, noun
797	5566	đảo	noun, verb
798	5565	kéo	noun, verb
799	5560	tiến hành	verb
800	5557	tài chính	noun
801	5556	đổi	verb
802	5555	vé	noun
803	5530	chiến đấu	noun, verb
804	5528	thần	noun, pronoun
805	5523	đám	classifier, noun
806	5507	lo lắng	verb
807	5505	giải thích	verb
808	5490	mặc dù	conjunction
809	5467	i	noun
810	5467	ý nghĩa	noun
811	5467	thông qua	verb
812	5465	sở hữu	verb
813	5457	công trình	noun
814	5449	thông báo	noun, verb
815	5448	đoạn	adverb, noun
816	5444	giai đoạn	noun
817	5440	hướng dẫn	noun, verb
818	5439	toà	classifier, noun, pronoun
819	5416	đăng ký	verb
820	5413	v	abbreviation
821	5411	nước ngoài	adjective, noun
822	5388	hộ	adverb, noun
823	5384	chiếm	verb
824	5367	phá	noun, verb
825	5366	sức	noun
826	5364	không gian	noun
827	5350	phương pháp	noun
828	5333	tiến	noun, verb
829	5330	nắm	classifier, verb
830	5314	lính	noun
831	5307	chấp nhận	verb
832	5303	lệnh	noun
833	5303	vũ khí	noun
834	5294	già	adjective, noun
835	5288	thả	verb
836	5285	khoan	adverb, noun, verb
837	5279	chính thức	adjective
838	5265	lạnh	adjective
839	5265	thú vị	adjective
840	5264	đại diện	noun, verb
841	5256	cụ thể	adjective
842	5250	tình hình	noun
843	5243	anh em	noun, pronoun
844	5240	sạch	adjective, adverb
845	5237	the	adjective, noun
846	5237	nỗi	noun
847	5235	tiệc	noun
848	5234	hấp dẫn	adjective, noun, verb
849	5233	nhân	conjunction, noun, preposition, verb
850	5212	lực lượng	noun
851	5195	phụ	adjective, verb
852	5191	bao	adverb, determiner, noun, verb
853	5180	lửa	noun
854	5177	nguyên nhân	noun
855	5166	lão	adjective, pronoun
856	5158	chúa	adjective, adverb, noun
857	5148	buồn	adjective, verb
858	5137	hợp tác	adjective, noun, verb
859	5111	bình	adjective, noun, verb
860	5109	dựa	verb
861	5105	cưới	verb
862	5103	tầm	noun, preposition
863	5096	mùi	noun
864	5093	bí mật	adjective, noun
865	5083	tinh thần	noun
866	5076	ngựa	adjective, noun
867	5062	môn	noun
868	5062	tình	noun
869	5050	vô cùng	adjective, adverb, noun
870	5042	nghệ thuật	noun
871	5031	may	adjective, verb
872	5026	công	adjective, noun
873	5022	đổ	verb
874	5021	túi	adjective, noun
875	5016	tiếp theo	verb
876	5011	lạ	adjective
877	5008	tường	noun, verb
878	5006	quanh	adjective, preposition
879	4992	tranh	noun, verb
880	4986	tác dụng	noun
881	4986	đầy đủ	adjective, adverb
882	4975	chia	noun, verb
883	4970	rơi	verb
884	4968	dần	adverb, verb
885	4964	thông minh	adjective
886	4955	khẳng định	verb
887	4949	dầu	conjunction, noun
888	4946	công nghiệp	noun
889	4946	cảnh	adjective, noun
890	4944	bao gồm	verb
891	4944	ngừng	verb
892	4940	kết hợp	adjective, verb
893	4928	ca	noun, verb
894	4924	đón	verb
895	4909	cháy	adjective, noun, verb
896	4894	giao thông	noun
897	4893	mưa	noun, verb
898	4885	lập	verb
899	4884	đô	adjective, noun
900	4879	họp	verb
901	4876	chuyên gia	noun
902	4862	rút	verb
903	4862	chi tiết	adjective, noun
904	4859	diện tích	noun
905	4857	danh sách	noun
906	4849	mơ	noun, verb
907	4844	trò	noun
908	4839	ngày mai	adverb
909	4837	truyền thống	adjective, noun
910	4814	trưởng	adjective, noun, prefix, suffix
911	4810	ấn tượng	adjective, noun
912	4808	ghét	noun, verb
913	4798	chứa	verb
914	4785	sân	noun
915	4784	nổ	verb
916	4783	chi phí	noun, verb
917	4780	bạn bè	noun, verb
918	4776	thương mại	noun
919	4767	sức mạnh	noun
920	4764	tồn tại	adjective, noun, verb
921	4762	hiện đại	adjective
922	4751	nhắc	verb
923	4751	nói dối	verb
924	4749	khoẻ	adjective
925	4748	tìm hiểu	verb
926	4746	dự	verb
927	4720	đùa	verb
928	4718	hẹn	noun, verb
